City_ID,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,bonanza,14.0289,-84.591,295.48,85,41,0.32,NI,1712890825
363,kashgar,39.4547,75.9797,290.71,13,0,2.0,CN,1712890989
364,saint-leu,-21.15,55.2833,298.63,80,87,1.35,RE,1712890989
365,suomussalmi,64.8869,28.9078,273.3,97,100,3.02,FI,1712890989
366,zyryanskoye,56.8306,86.6258,267.55,63,75,3.5,RU,1712890989
367,kachia,9.8667,7.95,300.0,16,100,1.17,NG,1712890989
368,sisimiut,66.9395,-53.6735,267.38,90,96,3.03,GL,1712890703
369,sorong,-0.8833,131.25,302.26,71,61,3.9,ID,1712890817
370,jindabyne,-36.4167,148.6333,290.14,62,0,1.79,AU,1712890989
371,al qusayr,34.5091,36.5798,285.67,88,0,0.92,SY,1712890989
372,eidson road,28.6772,-100.487,296.57,23,5,5.12,US,1712890989
373,alexandroupoli,40.8475,25.8744,289.44,76,0,0.0,GR,1712890990
374,ugoofaaru,5.6667,73.0,302.52,74,28,2.08,MV,1712890990
375,chinde,26.8418,88.0763,297.63,27,5,2.9,NP,1712890990
376,necochea,-38.5473,-58.7368,282.07,75,99,3.34,AR,1712890990
377,pakxan,18.3778,103.6601,308.31,42,18,2.01,LA,1712890991
378,saint croix,17.7397,-64.7388,298.13,86,100,3.58,VI,1712890991
379,wisconsin rapids,44.3836,-89.8174,283.31,92,20,0.0,US,1712890991
380,saint-philippe,-21.3585,55.7679,298.92,84,80,1.14,RE,1712890836
381,howrah,22.5892,88.3103,302.15,54,40,0.0,IN,1712890991
382,angaur state,6.906,134.13,301.36,75,100,5.24,PW,1712890991
383,lompoc,34.6391,-120.4579,292.05,94,40,2.57,US,1712890992
384,salym,60.0625,71.4789,269.71,94,100,7.35,RU,1712890992
385,panadura,6.7132,79.9026,301.78,76,17,2.65,LK,1712890992
386,badin,24.656,68.8384,300.95,50,1,2.66,PK,1712890992
387,kathu,7.9178,98.3332,305.05,69,88,6.78,TH,1712890992
388,fada,9.5667,8.3,298.99,22,100,1.41,NG,1712890992
389,nuuk,64.1835,-51.7216,269.49,86,75,2.57,GL,1712890863
390,eggenstein-leopoldshafen,49.0953,8.3906,282.73,73,58,1.4,DE,1712890992
391,san-pedro,4.7485,-6.6363,297.99,92,100,1.67,CI,1712890992
392,antsiranana,-12.2787,49.2917,297.71,93,40,2.03,MG,1712890992
393,mckenzie,47.7084,-103.4477,281.05,56,20,0.0,US,1712890993
394,remire-montjoly,4.9167,-52.2667,300.17,94,75,3.6,GF,1712890697
395,czarna bialostocka,53.3051,23.2815,282.49,75,95,3.27,PL,1712890993
396,lithgow,-33.4833,150.15,290.73,40,0,1.64,AU,1712890993
397,terdal,16.5,75.05,302.78,47,95,4.81,IN,1712890993
398,el calafate,-50.3408,-72.2768,278.92,61,33,1.65,AR,1712890993
399,larache,35.1932,-6.1557,288.39,63,15,2.34,MA,1712890993
400,hauterive,46.0901,3.4459,280.37,88,71,1.45,FR,1712890993
401,axim,4.8699,-2.2405,299.42,85,99,1.89,GH,1712890879
402,strezhevoy,60.7333,77.5889,259.24,83,96,4.92,RU,1712890727
403,hobyo,5.3505,48.5268,301.7,77,20,3.86,SO,1712890994
404,izazi,-7.2,35.7333,294.49,91,88,0.67,TZ,1712890994
405,el porvenir,13.7617,-87.3458,301.78,48,97,0.38,HN,1712890994
406,lingdong,46.5669,131.1453,292.89,41,96,5.36,CN,1712890994
407,cloquet,46.7216,-92.4594,281.92,69,0,3.09,US,1712890850
408,palafrugell,41.9174,3.1631,284.52,43,0,2.26,ES,1712890994
409,lao cai,22.4833,103.95,304.69,56,100,1.63,VN,1712890994
410,springs,-26.25,28.4,285.57,96,2,2.6,ZA,1712890809
411,suoyarvi,62.0833,32.35,274.47,99,100,2.21,RU,1712890994
412,machagai,-26.9261,-60.0496,290.39,95,100,2.96,AR,1712890994
413,akureyri,65.6835,-18.0878,274.11,86,75,4.63,IS,1712890994
414,ofunato,39.0717,141.7167,285.74,79,99,2.37,JP,1712890995
415,pacific grove,36.6177,-121.9166,290.59,75,0,2.57,US,1712890725
416,nuku'alofa,-21.1333,-175.2,302.34,74,20,3.6,TO,1712890836
417,colonia,50.9333,6.95,287.51,94,75,2.57,DE,1712890699
418,as samawah,31.332,45.2944,294.56,42,0,3.62,IQ,1712890995
419,holualoa,19.6228,-155.9522,298.63,88,100,2.26,US,1712890796
420,mumford,5.2618,-0.759,300.85,81,100,1.39,GH,1712890995
421,castillos,-34.1667,-53.8333,289.88,55,87,2.74,UY,1712890995
422,leirvik,59.7798,5.5005,281.96,85,100,5.96,NO,1712890995
423,port-vila,-17.7338,168.3219,303.93,70,75,4.12,VU,1712890875
424,sault ste. marie,46.5168,-84.3333,282.31,87,100,4.12,CA,1712890742
425,sutysky,49.0425,28.4173,282.78,77,7,2.99,UA,1712890996
426,agat village,13.3886,144.6585,304.67,75,40,6.69,GU,1712890819
427,coxen hole,16.3244,-86.5366,299.75,89,20,1.03,HN,1712890816
428,monte alegre de minas,-18.8706,-48.8808,295.4,85,100,1.14,BR,1712890919
429,phanat nikhom,13.4458,101.1844,308.93,77,99,3.49,TH,1712890996
430,carnarvon,-24.8667,113.6333,298.85,46,0,3.79,AU,1712890734
431,manaure,11.7751,-72.4445,300.06,73,35,6.29,CO,1712890997
432,bonne terre,37.9231,-90.5554,286.58,63,3,5.39,US,1712890997
433,nema,57.5067,50.5011,278.28,89,40,4.0,RU,1712890997
434,aipe,3.2222,-75.2367,304.59,54,100,0.56,CO,1712890997
435,qashar,53.3906,62.9297,278.03,74,100,9.04,KZ,1712890997
436,matoury,4.8483,-52.3317,300.13,94,75,3.6,GF,1712890997
437,east foothills,37.3811,-121.8175,291.84,57,0,4.12,US,1712890997
438,kulhudhuffushi,6.6221,73.07,302.74,74,83,4.08,MV,1712890997
439,fortuna,40.5982,-124.1573,284.22,85,100,3.6,US,1712890816
440,arbroath,56.5632,-2.5874,285.14,89,94,5.52,GB,1712890997
441,meadowbrook,33.4021,-86.6966,285.91,96,50,0.89,US,1712890875
442,igarka,67.4667,86.5833,252.05,94,74,4.47,RU,1712890998
443,ravar,31.2656,56.8055,290.55,29,0,3.21,IR,1712890998
444,cochin,9.9399,76.2602,304.27,70,25,2.24,IN,1712890998
445,chukhloma,58.7525,42.6825,279.31,77,99,4.47,RU,1712890998
446,beyneu,45.3167,55.2,282.57,55,5,6.19,KZ,1712890998
447,timimoun,29.2639,0.231,289.36,14,0,2.57,DZ,1712890735
448,dogubayazit,39.5469,44.0842,278.79,90,71,1.27,TR,1712890998
449,hadibu,12.65,54.0333,300.48,76,47,2.02,YE,1712890999
450,urangan,-25.3,152.9,298.82,70,1,4.47,AU,1712890999
451,uliastay,47.7417,96.8444,279.55,44,100,2.39,MN,1712890999
452,simsbury center,41.8809,-72.8112,289.62,97,100,5.14,US,1712890999
453,selkirk,50.1436,-96.8845,280.19,75,73,1.34,CA,1712890999
454,peace river,56.2501,-117.286,285.32,32,100,3.09,CA,1712890814
455,fort mcmurray,56.7268,-111.381,284.92,30,100,4.12,CA,1712890793
456,quiberon,47.4841,-3.1196,284.09,80,100,2.63,FR,1712890999
457,port loko,8.7667,-12.7833,298.17,76,13,1.29,SL,1712890999
458,constitucion,-35.3333,-72.4167,283.8,88,79,1.84,CL,1712890703
459,yamada,39.4667,141.95,286.89,68,97,4.79,JP,1712890999
460,kuressaare,58.2481,22.5039,282.12,90,2,4.12,EE,1712890999
461,berezovyy,51.6667,135.7,288.1,25,28,2.61,RU,1712891000
462,amga,60.8953,131.9608,273.66,99,100,3.63,RU,1712891000
463,hampton bays,40.869,-72.5176,288.36,96,100,11.18,US,1712891000
464,ceerigaabo,10.6162,47.368,290.92,68,27,2.1,SO,1712891000
465,tucurui,-3.7661,-49.6725,297.23,97,100,1.17,BR,1712891000
466,shakhtersk,48.0625,38.5167,287.97,57,0,1.56,UA,1712891000
467,ilanskiy,56.2358,96.065,271.77,55,100,3.19,RU,1712891000
468,pizarro,4.9533,-77.366,299.35,87,73,1.32,CO,1712891001
469,graaff-reinet,-32.2522,24.5308,281.26,83,0,0.25,ZA,1712891001
470,sanctuary point,-35.1114,150.629,295.36,60,3,4.43,AU,1712891001
471,zhashkiv,49.2454,30.1102,283.21,74,30,3.29,UA,1712891001
472,jayapura,-2.5333,140.7,305.81,80,81,2.48,ID,1712891001
473,pogar,52.554,33.2591,281.3,70,85,2.92,RU,1712891001
474,okhotsk,59.3833,143.3,271.88,93,61,1.04,RU,1712891001
475,santa elena de uairen,4.6167,-61.1333,295.66,72,100,2.11,VE,1712891001
476,olyokminsk,60.3736,120.4264,267.93,60,100,2.77,RU,1712891002
477,port douglas,-16.4833,145.4667,300.09,65,62,5.1,AU,1712891002
478,lagoa,39.05,-27.9833,288.54,90,2,2.64,PT,1712890748
479,san jose de jachal,-30.2406,-68.7469,283.47,70,100,1.7,AR,1712891002
480,whitby,54.4877,-0.615,286.66,78,100,3.13,GB,1712891002
481,farafangana,-22.8167,47.8333,296.26,93,100,3.06,MG,1712890937
482,tarfaya,27.9358,-12.9218,292.41,80,0,6.74,MA,1712891002
483,maintirano,-18.0667,44.0167,299.47,84,100,6.05,MG,1712891002
484,crane,31.3974,-102.3501,294.11,19,0,5.9,US,1712890829
485,nogliki,51.8333,143.1667,276.67,88,12,5.36,RU,1712890836
486,yuncheng,35.0231,110.9928,297.77,41,0,0.86,CN,1712891003
487,itoman,26.1247,127.6694,298.58,66,20,5.14,JP,1712891003
488,san luis,-33.295,-66.3356,283.34,93,100,0.49,AR,1712890898
489,piacabucu,-10.4056,-36.4344,299.57,84,6,2.76,BR,1712891003
490,mibu,36.4167,139.8,292.49,44,63,1.65,JP,1712891003
491,bahia de kino,28.8333,-111.9333,296.44,39,100,3.28,MX,1712890808
492,broken hill,-31.95,141.4333,291.44,40,78,3.74,AU,1712891000
493,swift current,50.2834,-107.8014,280.6,31,0,3.6,CA,1712890815
494,sayat,38.7839,63.8803,290.08,47,95,5.39,TM,1712891003
495,buala,-8.145,159.5921,303.46,66,83,2.44,SB,1712891004
496,ulysses,37.5814,-101.3552,283.91,46,0,4.12,US,1712890904
497,conception bay south,47.4999,-52.9981,274.67,81,8,4.96,CA,1712891004
498,palikir - national government center,6.9248,158.1611,304.56,74,100,2.06,FM,1712890809
499,rongelap,11.1635,166.8941,299.89,75,100,8.6,MH,1712891004
500,labytnangi,66.6572,66.4183,266.69,95,100,3.46,RU,1712891004
501,eceabat,40.1842,26.3574,285.13,87,0,2.57,TR,1712891004
502,djougou,9.7085,1.666,300.69,61,100,2.34,BJ,1712891004
503,tamanrasset,22.785,5.5228,288.1,11,0,1.03,DZ,1712890797
504,pontes e lacerda,-15.2261,-59.3353,296.81,96,100,1.15,BR,1712891004
505,oranjemund,-28.55,16.4333,296.32,33,17,6.35,NA,1712891005
506,callao,-12.0667,-77.15,298.55,78,20,4.63,PE,1712890806
507,santana,-0.0583,-51.1817,299.25,94,100,3.6,BR,1712890797
508,burang,30.25,81.1667,267.43,81,62,1.12,CN,1712891005
509,oltinko'l,40.8011,72.1634,293.12,34,100,1.71,UZ,1712890737
510,vega de alatorre,20.0333,-96.6333,295.0,70,0,1.43,MX,1712891005
511,bontang,0.1333,117.5,301.68,73,100,4.58,ID,1712891005
512,hami,42.8,93.45,292.81,23,55,4.83,CN,1712891005
513,flying fish cove,-10.4217,105.6791,301.97,78,100,4.63,CX,1712891005
514,jaicos,-7.3592,-41.1378,296.49,86,44,1.54,BR,1712891005
515,sao paulo de olivenca,-3.3783,-68.8725,297.13,98,100,0.51,BR,1712891006
516,sao vicente,-23.9631,-46.3919,298.86,26,100,1.0,BR,1712890905
517,poronaysk,49.2167,143.1167,286.46,42,2,5.43,RU,1712891006
518,kapa'a,22.0752,-159.319,297.14,90,100,0.0,US,1712890794
519,trujillo,-8.116,-79.03,295.13,83,75,4.12,PE,1712891006
520,bubaque,11.2833,-15.8333,297.34,69,1,7.38,GW,1712890742
521,impfondo,1.6381,18.0667,295.5,96,100,1.18,CG,1712891006
522,progreso,21.2833,-89.6667,298.13,66,31,5.95,MX,1712891006
523,coquimbo,-29.9533,-71.3436,287.0,88,100,2.06,CL,1712890921
524,palmer,42.1584,-72.3287,288.99,82,100,4.63,US,1712891007
525,dubovka,49.0583,44.829,287.68,65,0,6.4,RU,1712891007
526,isla mujeres,21.2311,-86.731,294.91,71,91,5.39,MX,1712891007
527,maragogi,-9.0122,-35.2225,299.16,86,9,1.33,BR,1712890912
528,kapoeta,4.7717,33.5903,300.28,59,90,6.08,SS,1712891007
529,gebeit,21.0667,36.3167,290.56,49,15,1.37,SD,1712891007
530,kwang binh,17.4833,106.6,302.05,68,5,3.92,VN,1712891007
531,noshiro,40.2039,140.0242,290.61,52,93,2.29,JP,1712890893
532,tianpeng,30.9866,103.9393,296.41,56,95,1.86,CN,1712891008
533,inhambane,-23.865,35.3833,293.75,74,85,5.29,MZ,1712891008
534,mbandaka,0.0487,18.2603,295.75,93,100,1.77,CD,1712891008
535,kharkhorin,47.1975,102.8238,283.45,28,81,2.88,MN,1712891008
536,tuy hoa,13.0833,109.3,304.31,60,96,3.8,VN,1712891008
537,ouadda,8.0777,22.4007,295.94,20,90,2.05,CF,1712891008
538,touros,-5.1989,-35.4608,299.23,89,97,2.54,BR,1712891008
539,ketchikan,55.3422,-131.6461,280.14,92,78,2.16,US,1712890831
540,tosagua,-0.7833,-80.25,298.28,86,64,1.18,EC,1712891008
541,ivins,37.1686,-113.6794,295.77,24,3,0.89,US,1712891009
542,ciudad acuna,29.3232,-100.9522,299.31,17,0,3.6,MX,1712891009
543,clinton,42.587,-82.9199,283.16,92,100,3.6,US,1712890546
544,arkhangel'sk,64.5401,40.5433,276.21,75,40,8.0,RU,1712890829
545,onguday,50.75,86.15,270.36,80,100,2.78,RU,1712891009
546,seminole,28.7086,-81.2081,295.22,79,20,6.17,US,1712890871
547,san juan de uraba,8.7592,-76.5297,300.74,84,21,3.89,CO,1712890823
548,strelka,58.0728,93.0344,267.94,69,100,3.09,RU,1712891009
549,sao gabriel da cachoeira,-0.1303,-67.0892,297.54,96,34,0.96,BR,1712890716
550,quartu sant'elena,39.2419,9.1839,283.73,73,71,2.57,IT,1712891009
551,mejit,10.2753,170.8646,299.81,78,100,9.04,MH,1712890812
552,korsholm,63.1142,21.6822,275.37,94,0,3.58,FI,1712890855
553,stony plain,53.5334,-114.0021,284.88,37,20,2.57,CA,1712890809
554,tonder,54.9331,8.8667,285.12,93,100,5.16,DK,1712891010
555,yanchep,-31.55,115.6833,300.16,40,9,1.27,AU,1712891010
556,tarnogskiy gorodok,60.4997,43.5761,278.62,70,100,5.18,RU,1712891010
557,padang,-0.9492,100.3543,304.18,74,41,2.34,ID,1712891010
558,ravenna,44.4167,11.9833,289.6,82,0,3.21,IT,1712890898
559,alo,7.4178,6.7371,300.96,79,100,3.21,NG,1712891010
560,pernik,42.6,23.0333,281.19,67,2,1.35,BG,1712891010
561,loches,47.1333,1.0,282.34,89,36,0.61,FR,1712891011
562,chui,-33.6971,-53.4616,289.63,64,38,3.13,UY,1712891011
563,balcesti,44.6167,23.95,283.77,43,2,1.48,RO,1712891011
564,sunnyside,46.3237,-120.0087,290.75,47,0,0.0,US,1712890972
565,port moresby,-9.4431,147.1797,303.83,66,40,5.14,PG,1712891011
566,sakaiminato,35.55,133.2333,295.14,46,40,3.6,JP,1712891011
567,pachperwa,27.5167,82.65,303.76,11,6,4.12,IN,1712891011
568,baniyas,35.1819,35.9487,289.48,81,0,1.63,SY,1712891011
569,nelamangala,13.1022,77.39,296.26,56,26,5.29,IN,1712891012
570,puerto armuelles,8.2833,-82.8667,303.24,71,99,1.34,PA,1712890818
571,pariaman,-0.619,100.12,304.18,68,44,2.19,ID,1712891012
572,raposa,-6.5167,-44.1833,294.95,94,6,1.24,BR,1712891012
573,jahanabad,25.2167,84.9833,301.06,23,9,3.6,IN,1712891012
574,ubari,26.5921,12.7805,293.99,16,3,6.05,LY,1712890816
575,palangkaraya,-2.2,113.8333,305.07,61,100,1.27,ID,1712890743
576,zav'yalovo,56.7847,53.3776,280.57,95,56,4.02,RU,1712891012
577,comodoro rivadavia,-45.8667,-67.5,279.07,61,0,3.09,AR,1712891012
578,kavaratti,10.5669,72.642,302.29,70,30,3.71,IN,1712890808
579,mwinilunga,-11.7358,24.4293,290.23,98,100,1.34,ZM,1712891013
580,mossel bay,-34.1831,22.146,287.61,70,10,1.66,ZA,1712891013
581,nyaunglebin,17.95,96.7333,308.21,40,16,3.05,MM,1712890800
582,thief river falls,48.1191,-96.1812,279.11,75,0,5.14,US,1712891013
583,nemuro,43.3236,145.575,278.58,93,100,7.11,JP,1712891013
584,preobrazheniye,42.9019,133.9064,286.09,66,2,3.19,RU,1712891013
585,serhiyivka,46.0272,30.3768,287.56,78,11,7.4,UA,1712891013
586,al mijlad,11.0333,27.7333,298.08,13,57,5.57,SD,1712891013
587,novoul'yanovsk,54.1496,48.3891,286.62,92,100,1.5,RU,1712891013
